"","year","prov","sector","scenario","emissions"
"492",2024,"BC","Electricity","NIR 2022",0
"493",2024,"Canada","Electricity","2022 Additional Measures Scenario",43.6
"494",2024,"Canada","Electricity","2022 Reference Case",45.1
"495",2024,"Canada","Electricity","NIR 2022",0
"496",2024,"MB","Electricity","2022 Additional Measures Scenario",0
"497",2024,"MB","Electricity","2022 Reference Case",0
"498",2024,"MB","Electricity","NIR 2022",0
"499",2024,"ATL","Electricity","2022 Additional Measures Scenario",8.8
"500",2024,"ATL","Electricity","2022 Reference Case",8.8
"501",2024,"ATL","Electricity","NIR 2022",0
"502",2024,"Northwest Territories","Electricity","2022 Additional Measures Scenario",0
"503",2024,"Northwest Territories","Electricity","2022 Reference Case",0
"504",2024,"Northwest Territories","Electricity","NIR 2022",0
"505",2024,"ON","Electricity","2022 Additional Measures Scenario",12
"506",2024,"ON","Electricity","2022 Reference Case",11.9
"507",2024,"ON","Electricity","NIR 2022",0
"508",2024,"QC","Electricity","2022 Additional Measures Scenario",0.4
"509",2024,"QC","Electricity","2022 Reference Case",0.5
"510",2024,"QC","Electricity","NIR 2022",0
"511",2024,"SK","Electricity","2022 Additional Measures Scenario",7
"512",2024,"SK","Electricity","2022 Reference Case",6.5
"513",2024,"SK","Electricity","NIR 2022",0
"514",2025,"AB","Electricity","2022 Additional Measures Scenario",11.4
"515",2025,"AB","Electricity","2022 Reference Case",13.9
"516",2025,"AB","Electricity","NIR 2022",0
"517",2025,"BC","Electricity","2022 Additional Measures Scenario",0.1
"518",2025,"BC","Electricity","2022 Reference Case",0.2
"519",2025,"BC","Electricity","NIR 2022",0
"520",2025,"Canada","Electricity","2022 Additional Measures Scenario",36.4
"521",2025,"Canada","Electricity","2022 Reference Case",40.5
"522",2025,"Canada","Electricity","NIR 2022",0
"523",2025,"MB","Electricity","2022 Additional Measures Scenario",0
"524",2025,"MB","Electricity","2022 Reference Case",0
"525",2025,"MB","Electricity","NIR 2022",0
"526",2025,"ATL","Electricity","2022 Additional Measures Scenario",6.8
"527",2025,"ATL","Electricity","2022 Reference Case",7.2
"528",2025,"ATL","Electricity","NIR 2022",0
"529",2025,"Northwest Territories","Electricity","2022 Additional Measures Scenario",0
"530",2025,"Northwest Territories","Electricity","2022 Reference Case",0
"531",2025,"Northwest Territories","Electricity","NIR 2022",0
"532",2025,"ON","Electricity","2022 Additional Measures Scenario",12.1
"533",2025,"ON","Electricity","2022 Reference Case",12.4
"534",2025,"ON","Electricity","NIR 2022",0
"535",2025,"QC","Electricity","2022 Additional Measures Scenario",0.1
"536",2025,"QC","Electricity","2022 Reference Case",0.3
"537",2025,"QC","Electricity","NIR 2022",0
"538",2025,"SK","Electricity","2022 Additional Measures Scenario",5.8
"539",2025,"SK","Electricity","2022 Reference Case",6.4
"540",2025,"SK","Electricity","NIR 2022",0
"541",2026,"AB","Electricity","2022 Additional Measures Scenario",11.1
"542",2026,"AB","Electricity","2022 Reference Case",14.4
"543",2026,"AB","Electricity","NIR 2022",0
"544",2026,"BC","Electricity","2022 Additional Measures Scenario",0.2
"545",2026,"BC","Electricity","2022 Reference Case",0.2
"546",2026,"BC","Electricity","NIR 2022",0
"547",2026,"Canada","Electricity","2022 Additional Measures Scenario",38.7
"548",2026,"Canada","Electricity","2022 Reference Case",43.4
"549",2026,"Canada","Electricity","NIR 2022",0
"550",2026,"MB","Electricity","2022 Additional Measures Scenario",0
"551",2026,"MB","Electricity","2022 Reference Case",0
"552",2026,"MB","Electricity","NIR 2022",0
"553",2026,"ATL","Electricity","2022 Additional Measures Scenario",5.8
"554",2026,"ATL","Electricity","2022 Reference Case",6.7
"555",2026,"ATL","Electricity","NIR 2022",0
"556",2026,"Northwest Territories","Electricity","2022 Additional Measures Scenario",0
"557",2026,"Northwest Territories","Electricity","2022 Reference Case",0
"558",2026,"Northwest Territories","Electricity","NIR 2022",0
"559",2026,"ON","Electricity","2022 Additional Measures Scenario",15.7
"560",2026,"ON","Electricity","2022 Reference Case",15.3
"561",2026,"ON","Electricity","NIR 2022",0
"562",2026,"QC","Electricity","2022 Additional Measures Scenario",0.2
"563",2026,"QC","Electricity","2022 Reference Case",0.4
"564",2026,"QC","Electricity","NIR 2022",0
"565",2026,"SK","Electricity","2022 Additional Measures Scenario",5.6
"566",2026,"SK","Electricity","2022 Reference Case",6.2
"567",2026,"SK","Electricity","NIR 2022",0
"568",2027,"AB","Electricity","2022 Additional Measures Scenario",7
"569",2027,"AB","Electricity","2022 Reference Case",13.6
"570",2027,"AB","Electricity","NIR 2022",0
"571",2027,"BC","Electricity","2022 Additional Measures Scenario",0.1
"572",2027,"BC","Electricity","2022 Reference Case",0.2
"573",2027,"BC","Electricity","NIR 2022",0
"574",2027,"Canada","Electricity","2022 Additional Measures Scenario",30.3
"575",2027,"Canada","Electricity","2022 Reference Case",39.7
"576",2027,"Canada","Electricity","NIR 2022",0
"577",2027,"MB","Electricity","2022 Additional Measures Scenario",0
"578",2027,"MB","Electricity","2022 Reference Case",0
"579",2027,"MB","Electricity","NIR 2022",0
"580",2027,"ATL","Electricity","2022 Additional Measures Scenario",4.7
"581",2027,"ATL","Electricity","2022 Reference Case",6.5
"582",2027,"ATL","Electricity","NIR 2022",0
"583",2027,"Northwest Territories","Electricity","2022 Additional Measures Scenario",0
"584",2027,"Northwest Territories","Electricity","2022 Reference Case",0
"585",2027,"Northwest Territories","Electricity","NIR 2022",0
"586",2027,"ON","Electricity","2022 Additional Measures Scenario",13.1
"587",2027,"ON","Electricity","2022 Reference Case",13.1
"588",2027,"ON","Electricity","NIR 2022",0
"589",2027,"QC","Electricity","2022 Additional Measures Scenario",0
"590",2027,"QC","Electricity","2022 Reference Case",0.2
"591",2027,"QC","Electricity","NIR 2022",0
"592",2027,"SK","Electricity","2022 Additional Measures Scenario",5.2
"593",2027,"SK","Electricity","2022 Reference Case",6
"594",2027,"SK","Electricity","NIR 2022",0
"595",2028,"AB","Electricity","2022 Additional Measures Scenario",6.2
"596",2028,"AB","Electricity","2022 Reference Case",12.8
"597",2028,"AB","Electricity","NIR 2022",0
"598",2028,"BC","Electricity","2022 Additional Measures Scenario",0.1
"599",2028,"BC","Electricity","2022 Reference Case",0.2
"600",2028,"BC","Electricity","NIR 2022",0
"601",2028,"Canada","Electricity","2022 Additional Measures Scenario",25.3
"602",2028,"Canada","Electricity","2022 Reference Case",35.1
"603",2028,"Canada","Electricity","NIR 2022",0
"604",2028,"MB","Electricity","2022 Additional Measures Scenario",0
"605",2028,"MB","Electricity","2022 Reference Case",0
"606",2028,"MB","Electricity","NIR 2022",0
"607",2028,"ATL","Electricity","2022 Additional Measures Scenario",5.5
"608",2028,"ATL","Electricity","2022 Reference Case",5.9
"609",2028,"ATL","Electricity","NIR 2022",0
"610",2028,"Northwest Territories","Electricity","2022 Additional Measures Scenario",0
"611",2028,"Northwest Territories","Electricity","2022 Reference Case",0
"612",2028,"Northwest Territories","Electricity","NIR 2022",0
"613",2028,"ON","Electricity","2022 Additional Measures Scenario",9.6
"614",2028,"ON","Electricity","2022 Reference Case",11.1
"615",2028,"ON","Electricity","NIR 2022",0
"616",2028,"QC","Electricity","2022 Additional Measures Scenario",0
"617",2028,"QC","Electricity","2022 Reference Case",0
"618",2028,"QC","Electricity","NIR 2022",0
"619",2028,"SK","Electricity","2022 Additional Measures Scenario",3.8
"620",2028,"SK","Electricity","2022 Reference Case",4.9
"621",2028,"SK","Electricity","NIR 2022",0
"622",2029,"AB","Electricity","2022 Additional Measures Scenario",6.4
"623",2029,"AB","Electricity","2022 Reference Case",13.1
"624",2029,"AB","Electricity","NIR 2022",0
"625",2029,"BC","Electricity","2022 Additional Measures Scenario",0.1
"626",2029,"BC","Electricity","2022 Reference Case",0.2
"627",2029,"BC","Electricity","NIR 2022",0
"628",2029,"Canada","Electricity","2022 Additional Measures Scenario",24.1
"629",2029,"Canada","Electricity","2022 Reference Case",33.9
"630",2029,"Canada","Electricity","NIR 2022",0
"631",2029,"MB","Electricity","2022 Additional Measures Scenario",0
"632",2029,"MB","Electricity","2022 Reference Case",0
"633",2029,"MB","Electricity","NIR 2022",0
"634",2029,"ATL","Electricity","2022 Additional Measures Scenario",5.1
"635",2029,"ATL","Electricity","2022 Reference Case",5.1
"636",2029,"ATL","Electricity","NIR 2022",0
"637",2029,"Northwest Territories","Electricity","2022 Additional Measures Scenario",0
"638",2029,"Northwest Territories","Electricity","2022 Reference Case",0
"639",2029,"Northwest Territories","Electricity","NIR 2022",0
"640",2029,"ON","Electricity","2022 Additional Measures Scenario",9.1
"641",2029,"ON","Electricity","2022 Reference Case",10.7
"642",2029,"ON","Electricity","NIR 2022",0
"643",2029,"QC","Electricity","2022 Additional Measures Scenario",0
"644",2029,"QC","Electricity","2022 Reference Case",0.1
"645",2029,"QC","Electricity","NIR 2022",0
"646",2029,"SK","Electricity","2022 Additional Measures Scenario",3.2
"647",2029,"SK","Electricity","2022 Reference Case",4.5
"648",2029,"SK","Electricity","NIR 2022",0
"649",2030,"AB","Electricity","2022 Additional Measures Scenario",6.4
"650",2030,"AB","Electricity","2022 Reference Case",12.9
"651",2030,"AB","Electricity","NIR 2022",0
"652",2030,"BC","Electricity","2022 Additional Measures Scenario",0.1
"653",2030,"BC","Electricity","2022 Reference Case",0.2
"654",2030,"BC","Electricity","NIR 2022",0
"655",2030,"Canada","Electricity","2022 Additional Measures Scenario",19.4
"656",2030,"Canada","Electricity","2022 Reference Case",32.5
"657",2030,"Canada","Electricity","NIR 2022",0
"658",2030,"MB","Electricity","2022 Additional Measures Scenario",0
"659",2030,"MB","Electricity","2022 Reference Case",0
"660",2030,"MB","Electricity","NIR 2022",0
"661",2030,"ATL","Electricity","2022 Additional Measures Scenario",1.4
"662",2030,"ATL","Electricity","2022 Reference Case",3.8
"663",2030,"ATL","Electricity","NIR 2022",0
"664",2030,"Northwest Territories","Electricity","2022 Additional Measures Scenario",0
"665",2030,"Northwest Territories","Electricity","2022 Reference Case",0
"666",2030,"Northwest Territories","Electricity","NIR 2022",0
"667",2030,"ON","Electricity","2022 Additional Measures Scenario",8.5
"668",2030,"ON","Electricity","2022 Reference Case",10.9
"669",2030,"ON","Electricity","NIR 2022",0
"670",2030,"QC","Electricity","2022 Additional Measures Scenario",0
"671",2030,"QC","Electricity","2022 Reference Case",0.1
"672",2030,"QC","Electricity","NIR 2022",0
"673",2030,"SK","Electricity","2022 Additional Measures Scenario",2.8
"674",2030,"SK","Electricity","2022 Reference Case",4.5
"675",2030,"SK","Electricity","NIR 2022",0
"676",2031,"AB","Electricity","2022 Additional Measures Scenario",4.8
"677",2031,"AB","Electricity","2022 Reference Case",12
"678",2031,"AB","Electricity","NIR 2022",0
"679",2031,"BC","Electricity","2022 Additional Measures Scenario",0.1
"680",2031,"BC","Electricity","2022 Reference Case",0.1
"681",2031,"BC","Electricity","NIR 2022",0
"682",2031,"Canada","Electricity","2022 Additional Measures Scenario",13.4
"683",2031,"Canada","Electricity","2022 Reference Case",31.3
"684",2031,"Canada","Electricity","NIR 2022",0
"685",2031,"MB","Electricity","2022 Additional Measures Scenario",0
"686",2031,"MB","Electricity","2022 Reference Case",0
"687",2031,"MB","Electricity","NIR 2022",0
"688",2031,"ATL","Electricity","2022 Additional Measures Scenario",0.7
"689",2031,"ATL","Electricity","2022 Reference Case",3.5
"690",2031,"ATL","Electricity","NIR 2022",0
"691",2031,"Northwest Territories","Electricity","2022 Additional Measures Scenario",0
"692",2031,"Northwest Territories","Electricity","2022 Reference Case",0
"693",2031,"Northwest Territories","Electricity","NIR 2022",0
"694",2031,"ON","Electricity","2022 Additional Measures Scenario",5.6
"695",2031,"ON","Electricity","2022 Reference Case",11.1
"696",2031,"ON","Electricity","NIR 2022",0
"697",2031,"QC","Electricity","2022 Additional Measures Scenario",0
"698",2031,"QC","Electricity","2022 Reference Case",0.1
"699",2031,"QC","Electricity","NIR 2022",0
"700",2031,"SK","Electricity","2022 Additional Measures Scenario",2
"701",2031,"SK","Electricity","2022 Reference Case",4.4
"702",2031,"SK","Electricity","NIR 2022",0
"703",2032,"AB","Electricity","2022 Additional Measures Scenario",4.8
"704",2032,"AB","Electricity","2022 Reference Case",12
"705",2032,"AB","Electricity","NIR 2022",0
"706",2032,"BC","Electricity","2022 Additional Measures Scenario",0.1
"707",2032,"BC","Electricity","2022 Reference Case",0.1
"708",2032,"BC","Electricity","NIR 2022",0
"709",2032,"Canada","Electricity","2022 Additional Measures Scenario",11.8
"710",2032,"Canada","Electricity","2022 Reference Case",30.5
"711",2032,"Canada","Electricity","NIR 2022",0
"712",2032,"MB","Electricity","2022 Additional Measures Scenario",0
"713",2032,"MB","Electricity","2022 Reference Case",0
"714",2032,"MB","Electricity","NIR 2022",0
"715",2032,"ATL","Electricity","2022 Additional Measures Scenario",0.8
"716",2032,"ATL","Electricity","2022 Reference Case",3.7
"717",2032,"ATL","Electricity","NIR 2022",0
"718",2032,"Northwest Territories","Electricity","2022 Additional Measures Scenario",0
"719",2032,"Northwest Territories","Electricity","2022 Reference Case",0
"720",2032,"Northwest Territories","Electricity","NIR 2022",0
"721",2032,"ON","Electricity","2022 Additional Measures Scenario",4.1
"722",2032,"ON","Electricity","2022 Reference Case",10.6
"723",2032,"ON","Electricity","NIR 2022",0
"724",2032,"QC","Electricity","2022 Additional Measures Scenario",0
"725",2032,"QC","Electricity","2022 Reference Case",0.1
"726",2032,"QC","Electricity","NIR 2022",0
"727",2032,"SK","Electricity","2022 Additional Measures Scenario",1.9
"728",2032,"SK","Electricity","2022 Reference Case",3.9
"729",2032,"SK","Electricity","NIR 2022",0
"730",2033,"AB","Electricity","2022 Additional Measures Scenario",4.8
"731",2033,"AB","Electricity","2022 Reference Case",12.2
"732",2033,"AB","Electricity","NIR 2022",0
"733",2033,"BC","Electricity","2022 Additional Measures Scenario",0.1
"734",2033,"BC","Electricity","2022 Reference Case",0.1
"735",2033,"BC","Electricity","NIR 2022",0
"736",2033,"Canada","Electricity","2022 Additional Measures Scenario",10.1
"737",2033,"Canada","Electricity","2022 Reference Case",29.2
"738",2033,"Canada","Electricity","NIR 2022",0
"739",2033,"MB","Electricity","2022 Additional Measures Scenario",0
"740",2033,"MB","Electricity","2022 Reference Case",0
"741",2033,"MB","Electricity","NIR 2022",0
"742",2033,"ATL","Electricity","2022 Additional Measures Scenario",0.7
"743",2033,"ATL","Electricity","2022 Reference Case",3.1
"744",2033,"ATL","Electricity","NIR 2022",0
"745",2033,"Northwest Territories","Electricity","2022 Additional Measures Scenario",0
"746",2033,"Northwest Territories","Electricity","2022 Reference Case",0
"747",2033,"Northwest Territories","Electricity","NIR 2022",0
"748",2033,"ON","Electricity","2022 Additional Measures Scenario",2.5
"749",2033,"ON","Electricity","2022 Reference Case",9.8
"750",2033,"ON","Electricity","NIR 2022",0
"751",2033,"QC","Electricity","2022 Additional Measures Scenario",0
"752",2033,"QC","Electricity","2022 Reference Case",0.1
"753",2033,"QC","Electricity","NIR 2022",0
"754",2033,"SK","Electricity","2022 Additional Measures Scenario",1.9
"755",2033,"SK","Electricity","2022 Reference Case",3.7
"756",2033,"SK","Electricity","NIR 2022",0
"757",2034,"AB","Electricity","2022 Additional Measures Scenario",4.8
"758",2034,"AB","Electricity","2022 Reference Case",12
"759",2034,"AB","Electricity","NIR 2022",0
"760",2034,"BC","Electricity","2022 Additional Measures Scenario",0.1
"761",2034,"BC","Electricity","2022 Reference Case",0.1
"762",2034,"BC","Electricity","NIR 2022",0
"763",2034,"Canada","Electricity","2022 Additional Measures Scenario",9.2
"764",2034,"Canada","Electricity","2022 Reference Case",28.6
"765",2034,"Canada","Electricity","NIR 2022",0
"766",2034,"MB","Electricity","2022 Additional Measures Scenario",0
"767",2034,"MB","Electricity","2022 Reference Case",0
"768",2034,"MB","Electricity","NIR 2022",0
"769",2034,"ATL","Electricity","2022 Additional Measures Scenario",0.9
"770",2034,"ATL","Electricity","2022 Reference Case",3.2
"771",2034,"ATL","Electricity","NIR 2022",0
"772",2034,"Northwest Territories","Electricity","2022 Additional Measures Scenario",0
"773",2034,"Northwest Territories","Electricity","2022 Reference Case",0
"774",2034,"Northwest Territories","Electricity","NIR 2022",0
"775",2034,"ON","Electricity","2022 Additional Measures Scenario",1.5
"776",2034,"ON","Electricity","2022 Reference Case",9.3
"777",2034,"ON","Electricity","NIR 2022",0
"778",2034,"QC","Electricity","2022 Additional Measures Scenario",0
"779",2034,"QC","Electricity","2022 Reference Case",0.1
"780",2034,"QC","Electricity","NIR 2022",0
"781",2034,"SK","Electricity","2022 Additional Measures Scenario",1.8
"782",2034,"SK","Electricity","2022 Reference Case",3.7
"783",2034,"SK","Electricity","NIR 2022",0
"784",2035,"AB","Electricity","2022 Additional Measures Scenario",1.3
"785",2035,"AB","Electricity","2022 Reference Case",11.9
"786",2035,"AB","Electricity","NIR 2022",0
"787",2035,"BC","Electricity","2022 Additional Measures Scenario",0.1
"788",2035,"BC","Electricity","2022 Reference Case",0.1
"789",2035,"BC","Electricity","NIR 2022",0
"790",2035,"Canada","Electricity","2022 Additional Measures Scenario",1.7
"791",2035,"Canada","Electricity","2022 Reference Case",27.9
"792",2035,"Canada","Electricity","NIR 2022",0
"793",2035,"MB","Electricity","2022 Additional Measures Scenario",0
"794",2035,"MB","Electricity","2022 Reference Case",0
"795",2035,"MB","Electricity","NIR 2022",0
"796",2035,"ATL","Electricity","2022 Additional Measures Scenario",0
"797",2035,"ATL","Electricity","2022 Reference Case",2.8
"798",2035,"ATL","Electricity","NIR 2022",0
"799",2035,"Northwest Territories","Electricity","2022 Additional Measures Scenario",0
"800",2035,"Northwest Territories","Electricity","2022 Reference Case",0
"801",2035,"Northwest Territories","Electricity","NIR 2022",0
"802",2035,"ON","Electricity","2022 Additional Measures Scenario",0
"803",2035,"ON","Electricity","2022 Reference Case",9.2
"804",2035,"ON","Electricity","NIR 2022",0
"805",2035,"QC","Electricity","2022 Additional Measures Scenario",0
"806",2035,"QC","Electricity","2022 Reference Case",0.1
"807",2035,"QC","Electricity","NIR 2022",0
"808",2035,"SK","Electricity","2022 Additional Measures Scenario",0
"809",2035,"SK","Electricity","2022 Reference Case",3.6
"810",2035,"SK","Electricity","NIR 2022",0
